ProductionVolume;ProductionCost;SupplierQuality;DeliveryDelay;DefectRate;QualityScore;MaintenanceHours;DowntimePercentage;InventoryTurnover;StockoutRate;WorkerProductivity;SafetyIncidents;EnergyConsumption;EnergyEfficiency;AdditiveProcessTime;AdditiveMaterialCost;DefectStatus
425;8.796.523.087.694.130;8.105.419.579.706.870;2;3.815.375.994.109.520;6.949.875.628.890.980;12;17.247.005.221.087.100;371.202.278.256.012;0.009102908880028527;9.804.277.729.387.970;0;4.924.829.674.874.240;0.2919484240441107;7.217.942.547.219.020;46.979.130.871.775.400;1
509;11.753.813.692.143.300;807.513.245.908.796;0;14.702.407.838.698.500;75.945.158.465.763;11;33.657.039.856.980.600;34.794.006.136.733.500;0.035328528507398836;9.976.092.348.764.410;0;11.631.713.930.424.700;0.34412078967154286;22.686.769.234.192.800;34.705.512.687.511.500;1
217;1.936.371.522.625.720;9.434.362.894.093.510;4;22.968.466.521.160.300;9.033.222.854.053.170;15;13.607.750.754.813.300;22.723.950.524.285;0.06839584143246423;9.723.868.448.523.360;2;30.483.878.298.205.300;0.1368613668803345;8.950.706.922.219.480;38.506.299.496.056.400;1
935;10.985.529.764.636.500;9.076.189.328.242.220;3;27.855.239.428.907.400;8.603.533.940.495.470;3;0.03412505383459996;457.052.332.821.057;0.03546926130725849;9.093.784.267.714.300;8;13.926.190.268.334.400;0.18201263334392853;10.429.452.858.716;41.690.674.900.901.800;1
886;17.597.024.099.966.400;9.017.411.968.432.530;2;414.592.632.276.501;6.711.193.354.260.990;17;16.927.232.381.673.500;5.796.148.268.113.110;0.07203003332750949;9.429.801.030.820.210;8;15.959.836.062.838.400;0.40934315264412324;9.810.522.579.734.790;1.888.985.288.744.600;1
823;7.828.109.086.238.760;8.486.249.060.845.330;4;42.760.472.139.777.400;6.204.958.164.585.690;22;2.265.870.144.843.660;7.886.629.576.404.620;0.08202831250202028;992.935.447.273.308;0;3.441.853.355.873.900;0.1895633764755114;25.088.093.232.678.400;33.238.556.720.502.500;1
324;15.086.907.470.375.400;9.489.501.463.259.840;1;4.593.732.403.584.990;8.731.846.374.168.250;2;2.831.780.187.103.540;4.605.290.603.940.770;0.0666214740146417;9.156.233.455.533.180;3;19.262.708.490.659.800;0.13701193100858347;7.679.002.227.524.940;22.362.268.641.207.500;1
631;19.655.104.316.584.100;8.336.473.158.216.980;2;27.916.036.272.629.300;7.004.316.096.117.380;16;34.191.255.217.900.900;35.563.221.252.619.400;0.04651047262829688;9.679.958.374.024.520;7;3.996.696.445.180.090;0.3388813129008401;13.593.223.633.884.400;1.997.981.516.901.220;1
212;6.528.396.513.094.050;837.986.948.732.204;4;3.624.236.358.961.380;7.998.680.974.916.210;0;0.3089217211438505;3.844.958.154.028.840;0.02955174395909569;9.884.419.752.244.110;1;3.056.794.770.381.090;0.3191746064646931;4.882.860.091.387.830;17.698.256.603.422.100;1
239;5.124.799.133.407.880;8.921.424.342.696.550;2;10.031.016.705.527.100;8.986.987.090.050.370;18;23.487.597.264.972.000;9.129.416.633.293.710;0.012440336245523088;9.141.075.382.497.580;3;1.872.851.540.662.940;0.34315757159331717;6.672.823.140.827.230;3.341.722.461.210.840;1
658;11.503.741.889.489.200;8.572.559.724.223.880;0;30.438.003.197.929.100;8.250.667.122.625.330;21;1.331.812.313.420.090;363.776.325.133.895;0.04936518279113838;8.318.308.492.160.350;6;297.516.671.040.426;0.3473221985452365;1.632.047.118.337.750;417.812.770.621.522;1
100;6.389.382.245.770.500;8.494.925.962.466.290;0;1.619.113.142.620.100;6.333.210.332.447.180;3;4.739.847.827.722.480;9.033.925.340.132.080;0.07195989533698975;8.311.126.786.280.420;6;10.035.269.076.324.800;0.30007893834580146;4.989.641.760.099.310;45.035.562.567.537.800;1
189;1.622.576.524.514.340;9.290.475.289.106.660;0;244.272.598.261.975;6.742.320.947.134.220;16;17.994.925.489.696.100;5.576.791.963.902.360;0.05482432115040484;823.063.434.833.592;4;4.450.960.174.631.360;0.29750956822746233;37.282.276.279.920.000;27.143.437.845.674.300;1
753;18.718.229.957.728.300;9.301.943.490.437.080;5;33.532.272.873.802.300;6.877.312.736.123.670;6;0.5006184935993518;9.475.203.458.788.210;0.07214819192904628;895.264.636.054.988;6;10.507.135.082.230.500;0.469666226115785;5.484.192.507.704.730;24.915.960.007.917.500;1
419;11.510.314.590.631.300;9.649.034.139.599.850;1;1.656.436.720.342.010;703.145.701.457.938;1;0.20745745385785552;5.264.737.090.437.580;0.033521967234350074;8.960.283.156.545.500;5;10.280.395.699.687.300;0.3135526899518961;5.541.188.823.722.330;3.749.227.608.402.360;1
649;8.880.674.632.331.610;8.835.417.133.945.950;0;0.7348327600854249;8.261.613.567.802.010;11;13.270.294.379.745.300;34.214.634.704.465.300;0.006679606305534803;9.234.742.376.742.400;1;34.460.157.727.185.800;0.3469200809655435;8.067.084.452.580.770;41.214.369.674.094.000;1
904;11.516.049.785.099.100;81.461.701.820.523;1;0.5460523538394089;8.015.863.119.301.570;4;0.894393694413213;6.392.239.433.690.700;0.07710979260325768;8.965.745.628.241.490;8;4.894.083.703.160.330;0.20678775677549785;2.111.540.756.004.070;20.132.773.466.895.800;1
993;15.851.717.267.750.000;8.547.332.769.842.910;0;0.5997179099503469;6.812.640.153.456.830;15;32.489.981.343.937.100;6.701.652.822.792.540;0.0219724111829556;994.611.003.096.805;4;4.423.733.937.415.910;0.4484372803208765;1.744.476.409.427.190;21.891.635.368.441.400;1
238;51.358.124.237.055.600;9.960.010.926.393.630;5;0.5375738188119634;62.702.193.738.227.400;7;4.234.832.708.538.160;70.839.144.261.861.500;0.0616285060236024;8.582.621.641.197.900;1;20.080.756.503.578.000;0.10974723706366528;4.617.012.099.149.110;3.133.573.276.603.800;1
610;13.841.809.842.270.400;9.192.517.150.465.400;2;0.9965977545104396;6.685.728.817.898.870;22;15.627.935.173.513.100;5.291.973.747.756.210;0.08042927445547332;9.747.633.251.089.300;5;1.786.667.244.590.740;0.32289070491910976;8.987.679.274.388.790;2.777.542.751.359.770;1
967;14.199.375.273.310.600;941.947.416.960.204;4;15.776.992.155.655.800;9.937.525.250.474.410;7;28.889.572.748.024.500;23.888.107.263.559.600;0.01391100018446767;8.200.660.855.234.380;9;35.044.487.225.338.200;0.2535401180792435;8.697.425.677.048.830;3.823.150.932.238.880;1
944;14.565.323.703.439.000;801.471.565.925.083;4;14.954.968.138.203.400;787.418.779.916.589;12;3.651.526.384.905.260;7.013.759.383.596.090;0.059849471001327585;920.383.535.607.346;4;4.290.550.988.088.300;0.3415616782241908;6.039.936.183.532.680;30.179.399.639.509.800;1
358;8.630.331.199.713.150;9.036.411.464.365.040;0;4.940.584.673.809.530;946.938.201.880.845;13;19.924.384.456.966.700;9.464.241.234.135.770;0.06893743618400938;9.296.650.434.719.060;1;24.483.146.836.001.100;0.2440688199085521;8.998.964.370.739.960;14.463.964.228.903.300;1
772;15.710.790.850.671.900;8.075.057.315.063.600;4;18.770.274.734.402.400;9.395.009.866.675.370;10;0.3316280566903379;9.660.469.028.045.840;0.07465308668189245;9.544.460.253.152.900;9;27.294.183.614.683.000;0.3870751646870588;8.248.092.377.938.400;1.663.812.779.152.410;0
789;6.370.872.294.976.640;9.138.460.424.182.890;0;1.073.393.525.117.290;8.046.078.229.851.490;5;11.459.245.546.389.200;6.775.082.942.888.110;0.01476666111414876;9.006.044.425.890.400;9;14.619.580.547.110.000;0.10813257718937233;35.014.551.408.374.400;4.607.635.375.282.550;0
109;7.989.055.047.002.010;984.154.169.927.215;0;2.955.031.448.754.910;8.826.750.833.842.170;15;44.153.290.404.434.100;21.590.961.436.354.500;0.08251161619793715;8.394.452.574.050.600;6;16.113.056.850.214.300;0.2623557755076572;2.530.956.524.012.470;19.095.934.593.197.100;1
360;18.162.050.699.817.200;9.936.838.261.000.810;3;4.360.808.549.288.780;6.771.008.041.650.840;22;41.224.013.312.744.700;28.483.078.467.904.900;0.009414856615046997;873.799.522.512.688;9;32.734.063.801.040.800;0.43250543989696555;3.710.408.508.790.350;12.003.443.656.716.000;1
749;16.080.847.260.898.400;9.081.105.350.777.840;3;35.512.716.955.445.300;8.753.586.819.707.630;21;0.4326626441195852;8.671.924.206.155.540;0.051958346815680734;8.544.323.032.991.250;1;1.410.624.582.993.740;0.20008028711177436;30.440.609.059.493.200;39.258.182.331.489.000;1
271;5.206.183.310.170.170;8.916.409.610.504.430;3;18.323.694.011.095.200;7.089.538.317.053.150;14;1.119.743.616.836.200;8.637.955.501.226.730;0.044341269619787994;8.838.211.031.270.400;6;1.808.184.499.183.600;0.12110035135212881;6.604.469.133.928.270;3.736.044.575.378.560;1
997;8.725.643.905.547.000;9.890.034.188.496.980;1;3.027.272.719.061.540;9.328.248.387.016.600;15;38.458.264.106.166;9.568.124.842.146.890;0.02217660742355533;90.599.366.154.254;5;19.387.080.960.475.300;0.2986096298260674;6.264.092.014.971.850;34.003.040.746.192.700;1
112;8.216.097.244.897.460;934.721.966.399.339;3;3.716.851.883.901.840;633.489.653.243.564;12;24.294.911.599.441;6.510.195.382.934.500;0.03019307414472392;9.250.140.582.754.490;3;27.756.981.328.545.200;0.490613384210716;6.385.936.451.075.030;3.009.024.617.859.040;1
267;9.062.094.920.554.580;8.129.798.559.076.810;0;37.764.702.156.548.400;909.255.469.154.111;11;37.998.351.584.786.200;8.910.530.355.747.510;0.016443578328890186;9.690.243.889.833.520;3;11.824.478.564.945.400;0.12566342461405466;27.037.318.284.230.300;4.878.321.416.187.270;1
741;8.713.396.554.198.290;8.931.451.155.334.990;5;34.994.230.488.395.900;6.399.747.626.274.470;17;10.554.623.583.107.300;8.599.095.405.455.010;0.042572619482125346;9.820.020.642.120.710;5;29.990.838.867.717.500;0.12802259709991734;812.676.452.748.795;14.793.291.836.738.100;1
695;5.937.894.436.142.680;8.480.490.036.928.600;5;4.418.646.911.490.280;9.524.756.947.577.230;17;4.763.490.695.851.370;6.715.366.449.656.800;0.003551092757056018;8.925.162.569.802.730;8;4.714.697.625.576.320;0.3380466259786713;49.026.347.518.836.800;30.406.511.303.126;1
420;11.884.107.748.952.300;8.939.608.642.897.360;2;441.547.456.254.847;7.216.818.072.540.010;13;39.180.372.439.994.900;826.910.042.693.643;0.08889152752961554;8.177.342.874.712.500;9;10.978.546.444.762.900;0.20002708515125167;5.252.067.283.298.790;3.256.179.773.880.170;1
418;15.991.002.121.792.400;8.910.931.144.012.720;3;31.052.145.173.315.100;8.617.573.459.322.290;1;0.9872616241300403;30.056.843.560.997.700;0.01634873350365953;959.413.037.920.344;5;3.523.939.460.829.860;0.26409249345489016;9.972.656.615.901.150;10.899.716.735.233.500;1
712;14.100.975.870.761.500;9.164.289.605.629.480;5;2.434.353.661.000.450;795.000.911.448.112;21;27.922.460.033.999.400;7.113.622.055.040.960;0.08860177564559486;895.431.545.028.078;5;4.343.369.460.606.160;0.43220286119975637;3.540.446.073.664.730;2.647.969.699.217.350;1
428;15.093.075.028.971.100;8.713.540.980.698.500;3;33.870.663.300.429.400;7.465.212.581.049.350;1;0.5654856404812891;9.627.607.650.697.550;0.08635774001340034;9.092.893.202.742.520;0;22.498.433.701.967.000;0.1795394736730066;4.547.242.036.969.390;4.131.208.501.554.560;1
884;6.217.237.678.043.580;8.328.540.898.911.850;2;4.181.954.006.167.080;8.581.767.332.733.980;2;18.071.740.756.325.100;3.295.659.987.515.260;0.04516772071576868;9.191.588.279.945.870;4;15.260.741.800.768.900;0.38771997479257325;7.088.168.871.136.780;288.439.502.097.173;1
876;1.927.236.065.265.180;9.007.438.869.179.910;5;0.5254344717853312;9.790.091.922.204.950;23;3.298.106.842.377.600;7.952.341.454.400.000;0.049772571221509236;9.335.735.517.483.980;0;11.733.591.504.370.500;0.3017942053070225;8.923.717.181.712.170;45.011.137.991.636.600;1
649;17.577.377.507.645.300;9.660.405.768.691.520;0;496.398.654.056.683;61.650.789.894.984.800;7;16.506.384.396.438.500;4.566.286.378.747.070;0.03019135405344814;9.780.201.720.065.010;8;35.756.122.377.432.100;0.4619830769657087;21.410.290.601.562.800;3.579.195.727.557.830;1
518;17.076.354.777.434.900;9.328.024.456.135.200;1;13.230.219.754.813.900;9.675.411.423.532.410;10;32.837.919.787.898.300;8.536.831.389.742.640;0.09968745999755302;9.904.292.390.420.380;9;32.089.375.209.162.700;0.4891848001174256;7.615.412.257.844.470;4.064.341.456.199.490;0
705;17.344.757.075.626.500;8.676.735.731.850.430;3;2.616.120.435.469.890;8.436.326.620.084.050;11;12.238.973.233.038.000;75.776.874.696.453.400;0.06707721905902235;9.880.338.638.116.570;3;19.171.799.535.679.900;0.29398431426135835;9.264.524.733.959.950;421.792.054.076.944;1
194;1.899.065.762.199.140;9.871.046.045.517.710;5;44.241.338.067.929;922.925.720.307.621;3;3.606.033.902.665.330;9.409.394.060.852.980;0.09518082859355523;9.618.927.304.566.060;1;4.326.469.230.526.990;0.3338588236461868;4.806.321.520.841.820;3.758.000.957.760.530;1
916;13.163.809.491.705.400;9.824.415.142.498.360;5;15.126.817.956.988.900;753.549.981.373.711;8;17.979.478.695.996.400;7.695.483.357.551.160;0.04147968443881781;9.778.484.507.167.600;8;39.420.254.086.093.700;0.3983370162950214;35.805.423.064.016.500;39.975.226.401.054.000;1
680;80.042.302.680.143.800;8.418.696.798.768.190;2;26.455.785.075.517.200;7.887.371.899.350.450;23;39.524.063.545.571.800;5.282.484.759.702.890;0.08830165794327864;8.099.309.537.896.710;5;21.057.151.399.471.300;0.22746965674880204;70.996.343.209.744.300;3.781.242.159.284.990;1
417;14.251.754.117.788.100;8.078.835.170.240.720;0;10.966.198.108.153.000;9.475.403.007.204.650;16;0.6834495735890678;20.871.402.759.226.000;0.044823463321706704;9.698.225.332.909.310;9;40.134.520.914.585.300;0.19069614020929873;32.146.628.611.446.200;3.201.854.993.814.490;1
335;16.143.222.405.019.000;9.482.617.416.701.520;4;22.778.434.642.468.600;7.659.391.879.239.290;23;1.809.889.746.761.420;8.343.335.174.166.620;0.08668288721013126;8.144.530.473.708.040;2;19.799.768.540.030.900;0.4858740689772021;4.458.607.718.925.570;32.661.318.623.817.300;1
433;1.606.876.090.031.030;9.655.220.522.698.300;5;12.971.095.465.685.100;813.863.826.699.634;15;2.319.662.268.873.420;5.267.719.733.243.240;0.013092655949485965;9.492.387.815.172.610;1;37.010.698.474.654.400;0.27304615648783126;9.072.220.366.808.220;17.595.391.305.472.000;1
984;12.821.735.362.503.200;993.572.913.190.271;1;21.363.248.694.702.000;6.080.779.692.337.330;16;21.192.276.225.028.800;7.365.072.758.678.870;0.06368544267685092;833.872.724.318.733;5;14.741.801.642.955.100;0.10063633060630948;6.312.992.973.322.390;43.097.569.335.162.200;1
475;6.026.880.790.003.670;9.779.672.788.176.620;2;2.180.588.975.567.240;6.634.392.023.352.160;14;21.654.725.226.017;284.053.184.998.735;0.06787035148391467;8.720.220.891.623.880;9;37.689.578.533.328.200;0.4350873194100334;18.547.953.993.985.900;22.485.492.550.875.900;1
558;10.566.694.076.451.900;920.106.953.641.283;5;4.969.268.553.192.490;85.667.460.318.992;19;2.224.016.666.725.360;912.774.908.718.124;0.06561706972864274;8.368.367.358.308.520;5;1.955.097.675.929.040;0.3398656645164343;39.672.777.830.173.300;3.142.947.529.861.320;1
236;1.881.149.912.695.030;9.060.104.678.424.760;5;4.976.658.631.866.970;8.867.907.604.255.500;21;4.944.017.626.163.250;5.485.262.379.252.040;0.04470276180393437;8.886.923.273.274.550;8;32.898.774.169.668.500;0.16742342508812164;6.645.386.486.056.380;1.998.182.231.770.060;1
687;1.376.673.364.636.130;8.055.682.102.525.170;2;10.165.382.539.727.500;8.330.403.747.137.990;6;0.9657855163482737;9.357.533.870.469.450;0.0683916110030796;882.349.488.763.324;4;168.985.546.740.753;0.1120558772708316;53.334.787.343.921;37.834.599.164.249.000;0
646;130.749.791.488.357;8.493.312.893.689.550;2;37.668.595.069.775.600;6.573.240.145.102.440;9;38.433.191.525.430.200;7.656.139.470.355.920;0.023946310081659306;8.096.125.687.945.480;8;3.903.867.790.271.800;0.21659297241669245;6.943.053.850.764.310;49.006.758.087.357.400;1
612;9.032.802.715.732.900;8.919.229.503.465.850;3;0.7328546585109552;7.781.621.714.311.330;3;27.589.439.055.332.800;29.716.980.967.844.200;0.05958485944970862;96.609.958.902.055;4;12.435.182.975.722.000;0.4711548381894659;7.852.972.759.123.060;42.077.609.385.896.200;0
395;10.526.733.798.748.600;9.257.007.800.167.130;5;0.6358640690173488;742.037.906.545.276;23;20.681.420.905.492.700;6.633.572.907.261.590;0.05542349244493292;9.708.372.991.588.850;1;1.661.671.147.210.870;0.47339646801424495;53.255.360.818.423.700;34.763.819.275.502.600;1
419;1.843.019.133.729.750;9.114.503.666.636.820;4;0.9740025241023393;7.982.645.376.140.350;23;31.676.435.858.763.200;9.279.475.583.534.290;0.03183395221304269;9.575.014.488.009.990;0;17.365.459.194.833.400;0.22440139452084729;9.882.565.176.717.440;32.700.261.349.684.000;1
671;14.996.945.712.902.500;9.485.271.979.363.380;1;4.844.685.456.535.700;9.481.316.138.216.370;13;4.267.657.215.499.010;839.976.447.906.745;0.07788638089812294;9.695.213.206.462.530;8;11.653.743.434.159.900;0.4343723971282867;9.232.064.881.065.100;2.959.085.029.411.710;1
931;16.810.805.401.284.900;8.559.533.861.774.080;0;4.733.885.965.526.130;9.103.445.754.634.600;13;233.319.181.976.543;534.384.326.061;0.008087206545868099;9.501.758.070.622.580;9;3.980.050.064.640.980;0.27673812930283825;15.391.666.546.179.000;1.819.885.727.054.400;1
448;11.815.181.346.014.800;9.129.905.215.304.940;0;1.372.675.191.263.060;63.359.580.055.566.300;13;4.324.006.844.805.330;9.640.515.178.031.250;0.017143966129207;9.874.968.890.746.280;6;4.923.810.018.959.730;0.36173789965463776;33.978.802.397.519.600;2.392.040.207.376.980;1
939;1.445.370.829.184.230;8.176.284.486.781.580;4;12.275.255.099.917.000;9.561.236.791.098.250;13;0.4689916747952494;4.148.609.446.412.210;0.047115003961943784;915.278.450.039.961;2;411.359.115.364.673;0.23377755034843603;37.048.916.107.880.500;26.255.762.966.852.000;1
878;8.725.754.131.148.110;8.827.331.047.166.410;2;15.824.078.893.217.600;7.887.068.604.599.290;21;32.654.211.099.654.900;5.000.861.626.546.520;0.08917366979250957;9.165.285.093.172.370;5;44.425.278.484.895.800;0.30638903850839405;26.586.132.100.300.900;47.782.762.993.640.400;1
972;15.581.912.454.252.200;9.500.321.665.909.200;2;28.199.614.733.381.300;8.975.448.579.543.990;19;16.659.003.066.043.100;7.997.713.386.294.380;0.05751595545279473;9.719.819.816.850.380;9;10.240.306.413.531.000;0.2175117786201306;3.808.148.527.454.320;270.233.141.614.405;1
328;1.141.402.000.555.000;9.386.801.706.858.080;2;30.636.708.441.593.400;6.560.156.925.057.400;17;19.335.766.363.608.200;38.632.364.577.241.200;0.08420668509391932;8.698.831.093.437.190;3;1.471.479.855.098.370;0.12444574494258509;4.823.385.696.419.140;3.344.761.419.183.700;1
369;11.638.182.722.221.100;9.981.285.474.344.350;5;1.497.170.436.977.510;8.682.878.102.828.190;14;28.550.987.545.215.100;61.229.957.596.763.800;0.05175697191475934;8.100.164.708.405.140;8;32.360.813.571.794.400;0.15575127447661555;14.639.588.109.321.100;4.689.698.162.447.030;1
927;14.739.834.868.653.200;8.555.782.251.975.510;2;39.048.025.464.047.500;6.945.304.070.437.830;22;23.995.839.914.878.600;7.830.313.520.833.230;0.0785455968610946;9.499.710.790.796.320;1;491.147.553.917.667;0.2162697977892949;21.457.021.251.917.300;3.073.705.631.245.370;1
897;190.442.093.220.339;8.996.378.598.347.950;2;18.929.892.623.119.200;7.753.523.588.563.720;18;19.088.971.925.492.700;7.151.742.129.138.780;0.03257973947456252;8.509.178.358.820.720;3;36.428.517.241.928.100;0.490501513590452;18.662.129.091.413.500;20.057.991.194.561.300;1
390;5.960.095.199.129.310;8.659.060.827.547.990;5;4.649.590.964.882.340;60.674.514.803.284.100;12;15.416.171.090.986.500;3.242.959.312.967.740;0.0815142317187638;894.847.162.405.992;0;24.965.467.749.523.100;0.4862688600999967;14.168.524.523.198.500;25.240.244.263.923.100;1
824;17.371.148.560.205.100;888.120.622.811.835;5;34.552.521.790.552.800;6.606.442.551.721.900;11;3.091.576.511.157.660;7.037.282.529.022.670;0.04016860705657688;8.480.879.671.348.990;6;1.584.597.221.925.830;0.43106533699381244;5.333.473.182.714.560;25.021.568.018.111.300;1
264;9.385.746.656.182.890;9.713.900.259.738.770;4;24.635.803.743.662.500;6.368.321.972.494.470;18;25.278.982.591.481.200;6.581.684.230.440.850;0.05588311614118561;9.654.181.704.056.390;3;16.113.427.775.306.000;0.19300242043843477;4.004.227.749.035.300;3.858.870.258.808.610;1
104;11.658.791.817.595.600;9.368.418.150.376.970;3;4.054.604.007.662.800;6.958.976.691.753.030;18;16.165.456.275.544.000;64.627.586.003.129;0.017588149153016097;9.916.585.930.158.950;4;2.451.012.809.267.130;0.27664085621672907;9.419.025.066.847.400;21.844.829.218.401.000;1
950;5.328.699.931.625.130;9.764.882.382.695.160;5;4.180.615.817.209.990;6.400.072.360.097.280;19;1.024.805.094.387.790;8.608.377.492.297.960;0.09204330241055567;8.110.046.207.201.170;0;3.855.240.789.376.020;0.2759131353962817;19.248.448.189.756.400;3.921.154.311.041.570;1
478;9.515.691.167.514.690;8.407.022.216.663.770;1;18.071.672.252.402.400;8.767.640.106.478.240;1;38.723.409.798.187.600;34.711.681.802.001.100;0.0701459119437275;8.466.743.262.927.330;1;11.272.771.640.996.400;0.25478929792727356;933.431.802.162.105;45.569.708.475.469.000;0
177;12.539.468.639.451.900;9.746.722.235.682.870;2;20.287.154.472.623.700;61.161.596.088.368.700;20;3.998.574.622.639.430;801.252.789.634.758;0.08588548191493789;8.379.124.247.630.620;3;4.408.710.365.846.550;0.11795212203589825;17.789.105.565.951.300;23.442.920.468.548.400;1
509;5.842.641.160.211.580;8.119.524.548.356.760;3;47.117.981.917.787.100;8.470.962.002.499.990;2;10.689.406.349.010.100;8.087.408.141.880.650;0.020786290715543245;9.346.407.025.482.930;1;4.766.205.742.759.220;0.3138109496897271;6.572.956.119.439.910;15.413.644.009.830.700;1
673;12.366.435.940.747.400;9.777.198.560.874.300;0;12.413.346.726.347.200;6.562.831.323.302.290;9;13.082.450.662.230.000;7.781.163.516.646.940;0.006768435526923644;8.857.356.799.550.680;0;4.555.265.842.123.320;0.12912479684994438;3.229.573.036.386.880;35.542.174.038.745.700;1
231;1.890.665.943.287.640;8.658.147.558.921.450;4;0.689676876333204;9.780.645.828.711.580;4;11.957.151.125.074.300;604.774.650.783.008;0.03372092633110148;8.912.523.327.028.450;9;4.652.107.637.587.570;0.4207674722871776;8.441.250.818.444.870;24.434.178.700.959.700;0
700;65.808.982.716.170.700;8.629.175.266.828.130;3;25.432.489.517.429.700;9.732.376.292.439.410;11;4.422.848.727.882.700;51.643.099.819.019;0.05166853909549318;8.314.158.168.760.680;0;1.061.357.117.673.050;0.37652285713791267;15.532.734.433.597.200;3.135.944.668.578.310;1
848;16.466.610.921.132.500;9.024.177.153.397.320;5;410.544.455.109.633;690.201.241.008.385;6;38.706.519.053.092.500;51.574.172.805.830.300;0.08023698829590353;882.946.928.305.959;5;4.911.169.263.799.580;0.2410948026574139;9.572.573.401.926.620;3.536.662.527.358.440;1
141;1.114.506.580.063.980;9.881.380.375.446.460;2;3.972.506.478.398.350;8.457.685.192.892.110;8;0.3728676162499034;78.704.697.115.379.200;0.039772641550608834;8.606.456.561.246.760;1;24.654.284.595.613.900;0.35885455288498525;14.253.148.029.961.000;2.630.971.776.243.640;1
188;1.482.760.571.786.500;8.095.562.729.362.810;2;4.637.887.830.107.740;61.120.212.778.898.300;1;4.163.329.749.135.420;5.983.173.620.662.970;0.02699583249010582;9.222.381.829.341.350;2;4.477.124.473.460.690;0.19321480262363924;31.700.194.147.120.000;46.987.778.071.602.900;1
501;890.354.896.977.844;870.446.195.014.149;2;2.899.402.989.660.680;9.727.154.172.204.690;9;0.18425910362895814;4.707.469.793.847.410;0.03725451124153805;8.434.476.457.473.520;4;17.472.354.827.984.500;0.20610002598265298;517.766.253.460.651;25.984.586.166.818.800;0
395;7.392.383.938.120.370;9.713.143.977.366.670;3;0.9502910220493999;809.194.923.276.684;5;12.659.989.549.150.600;7.003.757.475.242.570;0.07036074104611557;9.229.622.682.252.090;2;27.861.029.706.489.400;0.225653406770162;7.804.520.979.095.930;22.294.973.089.601.100;0
939;7.406.939.214.068.390;8.792.108.954.870.930;2;3.149.100.384.512.070;6.172.892.605.671.110;11;45.949.569.204.830.700;8.696.090.084.024.130;0.0336218096951017;875.549.038.371.785;5;11.766.575.544.959.000;0.418804639974132;9.560.014.457.890.320;454.270.088.439.555;1
394;60.573.791.846.471.600;8.398.313.795.194.130;5;4.002.780.264.589.450;736.999.997.203.255;5;4.321.656.473.831.040;2.492.069.929.346.250;0.09791656263551417;8.692.589.124.056.790;6;1.160.303.987.371.300;0.1842765387384338;4.852.381.881.649.380;15.452.068.937.032.300;1
715;7.784.700.573.518.640;8.849.588.362.662.820;3;0.9199765412142188;6.307.397.847.444.930;2;3.907.172.573.623.070;97.770.956.621.715;0.017497908872073965;8.611.113.268.322.020;9;4.773.104.403.078.550;0.3251124909944154;7.815.790.844.360.850;14.968.357.151.423.600;1
625;14.963.290.774.834.500;8.771.105.002.983.330;2;1.276.958.304.939.150;7.571.777.757.493.430;9;2.287.736.145.546.240;27.732.155.166.552.300;0.07530961246340027;934.766.698.805.166;5;4.242.426.450.116.150;0.180186845768594;75.444.629.900.071.400;4.742.792.830.422.500;0
899;18.225.359.177.652.600;9.830.832.402.933.400;0;0.555307975200519;8.679.705.368.645.290;8;1.607.070.505.100.030;6.093.904.965.623.340;0.05891636123824232;9.124.836.810.865.950;1;3.119.304.177.655.170;0.21401497002496597;6.140.520.057.618.150;1.835.873.656.437.790;1
790;1.721.188.528.386.740;9.523.868.751.486.190;0;31.714.366.075.106.400;7.879.559.632.165.750;19;4.407.729.187.702.280;6.481.676.352.302.360;0.023309560015654176;9.703.443.400.004.280;8;3.101.832.694.258.150;0.19419251719459654;72.182.725.849.073.700;15.937.496.144.985.600;1
736;15.277.014.648.117.200;9.010.231.111.488.010;1;449.030.476.375.657;7.534.888.698.877.810;4;3.285.370.451.346.060;31.056.856.428.907.800;0.07536136371406786;848.322.035.515.078;1;39.950.184.739.047.400;0.35800186842931436;1.342.600.147.595.600;3.140.673.216.078.190;1
521;665.647.795.116.654;9.976.741.133.443.140;2;35.179.849.220.094.400;6.476.628.182.161.850;2;14.775.442.752.389.600;9.324.750.024.141.430;0.044754021055785125;808.023.915.882.249;5;23.666.751.262.819.600;0.31069157778231216;4.974.196.608.077.620;11.871.538.648.411.900;1
964;9.337.811.694.439.240;8.930.555.062.551.840;2;4.919.180.394.159.410;6.979.756.182.774.620;4;2.315.979.389.827.240;5.771.736.618.339.950;0.06823982755430202;836.404.696.367.582;8;40.474.771.034.478.000;0.38851965836222135;8.072.746.246.540.270;34.800.600.029.102.400;1
122;9.647.103.129.837.030;811.647.566.164.055;3;0.7836514362489271;6.400.573.150.953.400;7;4.407.501.111.308.090;31.449.641.156.831.400;0.06622572451646422;8.686.712.728.657.750;8;294.003.351.997.309;0.18797737493319433;5.267.990.305.024.570;28.117.231.933.562.500;1
674;8.749.354.195.964.310;852.454.864.362.997;3;4.563.504.883.181.730;9.229.994.926.626.640;7;4.517.277.180.391.100;7.692.899.222.782.160;0.011064343324806625;8.359.309.980.617.030;1;35.516.696.116.458.500;0.1036594142904149;8.861.541.258.042.530;3.561.647.857.658.930;1
